title,slug,chapter_type,abbreviation,parent_organization,organization_family,war_period,war_period_name,state,state_slug,county,county_slug,geo_tag,address_line1,city,postal_code,latitude,longitude,has_location,phone,email,website,facebook,instagram,twitter,youtube,linkedin,post_number,meeting_time,meeting_place,status,last_verified
DAV Chapter 6 - Sacramento #6,dav-chapter-6-ca,local,Chapter 6,dav,DAV,world-war-1,World War I,CA,california,Sacramento County,sacramento-county,ca_06067,4404 Fruitridge Rd,Sacramento,95820,38.5247079,-121.4547279,true,530-426-1741,,http://www.davmembersportal.org/chapters/CA/06,,,,,,6,"Second, Saturday, 11:00AM","4404 Fruitridge Rd, Sacramento, CA 95820",,
DAV Chapter 7 - Oakland #7,dav-chapter-7-ca,local,Chapter 7,dav,DAV,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,200 Grand Ave,Oakland,94610,37.8114137,-122.2612951,true,510-893-1666,,http://www.davmembersportal.org/chapters/CA/07,,,,,,7,"Second, Saturday, 12:00PM","200 Grand Ave, Oakland, CA 94610",,
DAV Chapter 11 - San Jose #11,dav-chapter-11-ca,local,Chapter 11,dav,DAV,world-war-1,World War I,CA,california,Santa Clara County,santa-clara-county,ca_06085,958 Homestead Rd,Santa Clara,95050,37.3487906,-121.9433558,true,408-227-8837,,http://www.davmembersportal.org/chapters/CA/11,,,,,,11,"Fourth, Tuesday, 1:00PM","958 Homestead Rd, Santa Clara, CA 95050",,
DAV Chapter 12 - San Bernardino #12,dav-chapter-12-ca,local,Chapter 12,dav,DAV,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,1535 N Arden Ave,San Bernardino,92404,,,false,442-229-9606,,http://www.davmembersportal.org/chapters/CA/12,,,,,,12,"Second, Thursday, 12:00PM","1535 N Arden Ave, San Bernardino, CA 92404",,
DAV Chapter 13 - Cmp Krny Van Nuy #13,dav-chapter-13-ca,local,Chapter 13,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,13553 Reedley St,Panorama City,91402,34.244631,-118.4822149,true,818-718-7205,,http://www.davmembersportal.org/chapters/CA/13,,,,,,13,"4th Thursday, 5:30 PM","13553 Reedley St, Panorama City, CA 91402",defunct,2026-04-29
DAV Chapter 15 - Al Jordan #15,dav-chapter-15-ca,local,Chapter 15,dav,DAV,world-war-1,World War I,CA,california,San Joaquin County,san-joaquin-county,ca_06077,5758 Lorraine Ave,Stockton,95210,,,false,209-946-9400,,http://www.davmembersportal.org/chapters/CA/15,,,,,,15,"1st Monday, 6:00 PM","5758 Lorraine Ave, Stockton, CA 95210",defunct,2026-04-29
DAV Chapter 16 - Edmund Parrott #16,dav-chapter-16-ca,local,Chapter 16,dav,DAV,world-war-1,World War I,CA,california,San Mateo County,san-mateo-county,ca_06081,1455 Madison Ave,Redwood City,94061,37.4720394,-122.2395387,true,650-576-7875,,http://www.davmembersportal.org/chapters/CA/16,,,,,,16,"Fourth, Saturday, 11:30AM","1455 Madison Ave, Redwood City, CA 94061",,
DAV Chapter 17 - Long Beach #17,dav-chapter-17-ca,local,Chapter 17,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,420 S Pine Ave,Long Beach,90802,33.7622468,-118.1930581,true,562-896-9143,,http://www.davmembersportal.org/chapters/CA/17,,,,,,17,"3rd Wednesday, 1:30 PM","420 S Pine Ave, Long Beach, CA 90802",defunct,2026-04-29
DAV Chapter 19 - Lakewood #19,dav-chapter-19-ca,local,Chapter 19,dav,DAV,world-war-1,World War I,CA,california,,,ca_unknown,"2230 Griffin Way, (Mimi's Cafe)",Corona,90712,,,false,562-688-3691,,http://www.davmembersportal.org/chapters/CA/19,,,,,,19,"First Second, Monday, 1:00PM","2230 Griffin Way, (Mimi's Cafe), Corona, CA 90712",,
DAV Chapter 20 - Bakersfield #20,dav-chapter-20-ca,local,Chapter 20,dav,DAV,world-war-1,World War I,CA,california,Kern County,kern-county,ca_06029,130 Goodman,Bakersfield,93305,,,false,661-303-4942,,http://www.davmembersportal.org/chapters/CA/20,,,,,,20,"First, Wednesday, 6:00PM","130 Goodman, Bakersfield, CA 93305",,
DAV Chapter 21 - Ozie Boler #21,dav-chapter-21-ca,local,Chapter 21,dav,DAV,world-war-1,World War I,CA,california,Solano County,solano-county,ca_06095,420 Admiral Callaghan Ln,Vallejo,94591,38.1183211,-122.2291429,true,707-853-0062,,http://www.davmembersportal.org/chapters/CA/21,,,,,,21,"Fourth, Saturday, 10:00AM","420 Admiral Callaghan Ln, Vallejo, CA 94591",,
DAV Chapter 23 - Jack Fisher #23,dav-chapter-23-ca,local,Chapter 23,dav,DAV,world-war-1,World War I,CA,california,,,ca_unknown,805 E Sycamore St,Anaheim,92825,,,false,949-302-4803,,http://www.davmembersportal.org/chapters/CA/23,,,,,,23,"Fourth, Wednesday, 6:00PM","805 E Sycamore St, Anaheim, CA 92825",,
DAV Chapter 24 - Ventura #24,dav-chapter-24-ca,local,Chapter 24,dav,DAV,world-war-1,World War I,CA,california,Ventura County,ventura-county,ca_06111,2126 Knoll Dr,Ventura,93003,34.2535241,-119.219986,true,559-443-9625,,http://www.davmembersportal.org/chapters/CA/24,,,,,,24,"Fourth, Tuesday, 6:00PM","2126 Knoll Dr, Ventura, CA 93003",,
DAV Chapter 25 - Berkeley #25,dav-chapter-25-ca,local,Chapter 25,dav,DAV,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,1931 Center St,Berkeley,94704,,,false,510-282-0867,,http://www.davmembersportal.org/chapters/CA/25,,,,,,25,"3rd Tuesday, 7:00 PM","1931 Center St, Berkeley, CA 94704",defunct,2026-04-29
DAV Chapter 26 - Modesto #26,dav-chapter-26-ca,local,Chapter 26,dav,DAV,world-war-1,World War I,CA,california,Stanislaus County,stanislaus-county,ca_06099,3500 Coffee Rd,Modesto,95358,,,false,209-281-5170,,http://www.davmembersportal.org/chapters/CA/26,,,,,,26,"Second, Saturday, 10:00AM","3500 Coffee Rd, Modesto, CA 95358",,
DAV Chapter 28 - Charlotte W Fay #28,dav-chapter-28-ca,local,Chapter 28,dav,DAV,world-war-1,World War I,CA,california,Riverside County,riverside-county,ca_06065,4351 University Ave,Riverside,92501,,,false,951-823-3827,,http://www.davmembersportal.org/chapters/CA/28,,,,,,28,"Third, Wednesday, 1:00PM","4351 University Ave, Riverside, CA 92501",,
DAV Chapter 31 - Atwater-Merced #31,dav-chapter-31-ca,local,Chapter 31,dav,DAV,world-war-1,World War I,CA,california,Merced County,merced-county,ca_06047,1390 Broadway Ave,Atwater,95301,,,false,209-326-1997,,http://www.davmembersportal.org/chapters/CA/31,,,,,,31,"First, Thursday, 6:00PM","1390 Broadway Ave, Atwater, CA 95301",,
DAV Chapter 35 - Ray Clark #35,dav-chapter-35-ca,local,Chapter 35,dav,DAV,world-war-1,World War I,CA,california,Sacramento County,sacramento-county,ca_06067,5750 Grant Ave,Carmichael,95608,,,false,916-489-6408,,http://www.davmembersportal.org/chapters/CA/35,,,,,,35,"First, Thursday, 7:00PM","5750 Grant Ave, Carmichael, CA 95608",,
DAV Chapter 37 - Santa Barbara #37,dav-chapter-37-ca,local,Chapter 37,dav,DAV,world-war-1,World War I,CA,california,Santa Barbara County,santa-barbara-county,ca_06083,112 W Cabrillo Blvd,Santa Barbara,93101,34.4111373,-119.6911333,true,805-965-7109,,http://www.davmembersportal.org/chapters/CA/37,,,,,,37,"3rd Thursday, 4:00 PM","112 W Cabrillo Blvd, Santa Barbara, CA 93101",defunct,2026-04-29
DAV Chapter 39 - Mwf Antelope Valley #39,dav-chapter-39-ca,local,Chapter 39,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,45221 30th St West,Lancaster,93536,,,false,661-618-7400,,http://www.davmembersportal.org/chapters/CA/39,,,,,,39,"1st Wednesday, 7:00 PM","45221 30th St West, Lancaster, CA 93536",defunct,2026-04-29
DAV Chapter 45 - Memorial #45,dav-chapter-45-ca,local,Chapter 45,dav,DAV,world-war-1,World War I,CA,california,San Luis Obispo County,san-luis-obispo-county,ca_06079,801 Grand Ave,San Luis Obispo,93401,35.2887964,-120.6526721,true,805-602-1116,,http://www.davmembersportal.org/chapters/CA/45,,,,,,45,"Third, Tuesday, 12:00PM","801 Grand Ave, San Luis Obispo, CA 93401",,
DAV Chapter 46 - Whittier #46,dav-chapter-46-ca,local,Chapter 46,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,13225 Walnut St,Whittier,90602,,,false,562-201-3095,,http://www.davmembersportal.org/chapters/CA/46,,,,,,46,"Third, Saturday, 10:00AM","13225 Walnut St, Whittier, CA 90602",,
DAV Chapter 48 - Sonoma #48,dav-chapter-48-ca,local,Chapter 48,dav,DAV,world-war-1,World War I,CA,california,Sonoma County,sonoma-county,ca_06097,2346 Fairbanks Dr,Santa Rosa,95403,38.4344164,-122.7010623,true,707-544-9929,,http://www.davmembersportal.org/chapters/CA/48,,,,,,48,"Tuesday, 12:00PM","2346 Fairbanks Dr, Santa Rosa, CA 95403",,
DAV Chapter 52 - Rev Ed Muegge Jr #52,dav-chapter-52-ca,local,Chapter 52,dav,DAV,world-war-1,World War I,CA,california,Santa Cruz County,santa-cruz-county,ca_06087,301 Center St,Santa Cruz,95060,,,false,831-247-5891,,http://www.davmembersportal.org/chapters/CA/52,,,,,,52,"3rd Thursday, 7:00 PM","301 Center St, Santa Cruz, CA 95060",defunct,2026-04-29
DAV Chapter 55 - Simi Valley #55,dav-chapter-55-ca,local,Chapter 55,dav,DAV,world-war-1,World War I,CA,california,Ventura County,ventura-county,ca_06111,"VALOR Home Finance
1555 Simi Town Center Way, Suite 640",Simi Valley,93063,34.2891555,-118.7204061,true,805-387-4492,,http://www.davmembersportal.org/chapters/CA/55,,,,,,55,"Second, Wednesday, 6:00PM","VALOR Home Finance
1555 Simi Town Center Way, Suite 640, Simi Valley, CA 93063",,
DAV Chapter 59 - George E Morey #59,dav-chapter-59-ca,local,Chapter 59,dav,DAV,world-war-1,World War I,CA,california,San Joaquin County,san-joaquin-county,ca_06077,400 E. Augusta Street,Woodbridge,95258,38.1179734,-121.2790158,true,209-298-3008,,http://www.davmembersportal.org/chapters/CA/59,,,,,,59,"Second, Tuesday, 6:30PM","400 E. Augusta Street, Woodbridge, CA 95258",,
DAV Chapter 60 - Morongo Basin #60,dav-chapter-60-ca,local,Chapter 60,dav,DAV,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,67330 Twentynine Palms Highway,Twentynine Palms,92277,34.1355582,-116.0541689,true,760-401-3561,,http://www.davmembersportal.org/chapters/CA/60,,,,,,60,"First, Saturday, 9:00AM","67330 Twentynine Palms Highway, Twentynine Palms, CA 92277",,
DAV Chapter 63 - Killian Schroth #63,dav-chapter-63-ca,local,Chapter 63,dav,DAV,world-war-1,World War I,CA,california,El Dorado County,el-dorado-county,ca_06017,130 Placerville Dr,Placerville,95667,38.7296252,-120.798546,true,916-847-6514,,http://www.davmembersportal.org/chapters/CA/63,,,,,,63,"Second, Tuesday, 7:00PM","130 Placerville Dr, Placerville, CA 95667",,
DAV Chapter 66 - Palm Springs #66,dav-chapter-66-ca,local,Chapter 66,dav,DAV,world-war-1,World War I,CA,california,Riverside County,riverside-county,ca_06065,400 N Belardo Rd,Palm Springs,92262,33.8287292,-116.5475771,true,562-508-3728,,http://www.davmembersportal.org/chapters/CA/66,,,,,,66,"1st Saturday, 10:30 AM","400 N Belardo Rd, Palm Springs, CA 92262",defunct,2026-04-29
DAV Chapter 68 - Bruce Patterson #68,dav-chapter-68-ca,local,Chapter 68,dav,DAV,world-war-1,World War I,CA,california,,,ca_unknown,1300 West Main St,Barstow,92311,,,false,760-668-1649,,http://www.davmembersportal.org/chapters/CA/68,,,,,,68,"First, Tuesday, 6:00PM","1300 West Main St, Barstow, CA 92311",,
DAV Chapter 70 - Thomas F Durbin #70,dav-chapter-70-ca,local,Chapter 70,dav,DAV,world-war-1,World War I,CA,california,San Diego County,san-diego-county,ca_06073,230 E Park Ave,Escondido,92025,,,false,760-525-4298,,http://www.davmembersportal.org/chapters/CA/70,,,,,,70,"First, Tuesday, 6:00PM","230 E Park Ave, Escondido, CA 92025",,
DAV Chapter 74 - Turlock #74,dav-chapter-74-ca,local,Chapter 74,dav,DAV,world-war-1,World War I,CA,california,Stanislaus County,stanislaus-county,ca_06099,1405 E Linwood Ave,Turlock,95380,37.4784843,-120.8331494,true,209-485-2297,,http://www.davmembersportal.org/chapters/CA/74,,,,,,74,"Second, Tuesday, 5:00PM","1405 E Linwood Ave, Turlock, CA 95380",,
DAV Chapter 77 - Fremont Newark #77,dav-chapter-77-ca,local,Chapter 77,dav,DAV,world-war-1,World War I,CA,california,Alameda County,alameda-county,ca_06001,37154 2nd St,Fremont,94536,,,false,510-656-4782,,http://www.davmembersportal.org/chapters/CA/77,,,,,,77,"Second, Thursday, 6:00PM","37154 2nd St, Fremont, CA 94536",,
DAV Chapter 78 - Indio #78,dav-chapter-78-ca,local,Chapter 78,dav,DAV,world-war-1,World War I,CA,california,Riverside County,riverside-county,ca_06065,42455 Washington St,Palm Desert,92211,33.8164147,-116.4012268,true,760-423-3374,,http://www.davmembersportal.org/chapters/CA/78,,,,,,78,"First, Tuesday, 5:00PM","42455 Washington St, Palm Desert, CA 92211",,
DAV Chapter 82 - Santa Maria #82,dav-chapter-82-ca,local,Chapter 82,dav,DAV,world-war-1,World War I,CA,california,Santa Barbara County,santa-barbara-county,ca_06083,500 N Pine St,Santa Maria,93458,34.972438,-120.4387235,true,805-264-0788,,http://www.davmembersportal.org/chapters/CA/82,,,,,,82,"First, Wednesday, 12:00PM","500 N Pine St, Santa Maria, CA 93458",,
DAV Chapter 83 - Lake County #83,dav-chapter-83-ca,local,Chapter 83,dav,DAV,world-war-1,World War I,CA,california,Lake County,lake-county,ca_06033,3180 Veterans Lane,Clearlake,95422,,,false,707-279-4643,,http://www.davmembersportal.org/chapters/CA/83,,,,,,83,"1st Thursday, 11:00 AM","3180 Veterans Lane, Clearlake, CA 95422",defunct,2026-04-29
DAV Chapter 84 - Vacaville #84,dav-chapter-84-ca,local,Chapter 84,dav,DAV,world-war-1,World War I,CA,california,Solano County,solano-county,ca_06095,549 Merchant St,Vacaville,95687,38.35255,-121.9919056,true,707-365-0919,,http://www.davmembersportal.org/chapters/CA/84,,,,,,84,"Second, Saturday, 10:00AM","549 Merchant St, Vacaville, CA 95687",,
DAV Chapter 85 - Gen J Stillwell #85,dav-chapter-85-ca,local,Chapter 85,dav,DAV,world-war-1,World War I,CA,california,Monterey County,monterey-county,ca_06053,2620 1st Ave,Marina,93933,,,false,831-512-3799,,http://www.davmembersportal.org/chapters/CA/85,,,,,,85,"Second, Wednesday, 6:00PM","2620 1st Ave, Marina, CA 93933",,
DAV Chapter 91 - Lompoc #91,dav-chapter-91-ca,local,Chapter 91,dav,DAV,world-war-1,World War I,CA,california,Santa Barbara County,santa-barbara-county,ca_06083,100 E Locust Ave,Lompoc,93436,,,false,,,http://www.davmembersportal.org/chapters/CA/91,,,,,,91,"1st Thursday, 6:00 PM","100 E Locust Ave, Lompoc, CA 93436",defunct,2026-04-29
DAV Chapter 92 - Bill Kinnard #92,dav-chapter-92-ca,local,Chapter 92,dav,DAV,world-war-1,World War I,CA,california,San Bernardino County,san-bernardino-county,ca_06071,"14041 Hesperia Rd
(Elks Lodge #1877)",Victorville,92395,34.5063829,-117.2956434,true,760-222-2345,,http://www.davmembersportal.org/chapters/CA/92,,,,,,92,"Second, Wednesday, 4:00PM","14041 Hesperia Rd
(Elks Lodge #1877), Victorville, CA 92395",,
DAV Chapter 93 - Dick Bilyeu #93,dav-chapter-93-ca,local,Chapter 93,dav,DAV,world-war-1,World War I,CA,california,Sacramento County,sacramento-county,ca_06067,3300 U St,Antelope,95843,,,false,916-261-6049,,http://www.davmembersportal.org/chapters/CA/93,,,,,,93,"First, Tuesday, 6:00PM","3300 U St, Antelope, CA 95843",,
DAV Chapter 95 - Tri-Cities #95,dav-chapter-95-ca,local,Chapter 95,dav,DAV,world-war-1,World War I,CA,california,San Diego County,san-diego-county,ca_06073,444 Country Club Lane,Oceanside,92051,33.19945480000001,-117.3482428,true,760-809-8115,,http://www.davmembersportal.org/chapters/CA/95,,,,,,95,"Third, Wednesday, 6:00PM","444 Country Club Lane, Oceanside, CA 92051",,
DAV Chapter 99 - Oxnard #99,dav-chapter-99-ca,local,Chapter 99,dav,DAV,world-war-1,World War I,CA,california,Ventura County,ventura-county,ca_06111,241 West Hill St,Oxnard,93033,34.1860959,-119.2065764,true,805-495-4067,,http://www.davmembersportal.org/chapters/CA/99,,,,,,99,"2nd Saturday, 1:00 PM","241 West Hill St, Oxnard, CA 93033",defunct,2026-04-29
DAV Chapter 106 - Paradise #106,dav-chapter-106-ca,local,Chapter 106,dav,DAV,world-war-1,World War I,CA,california,Butte County,butte-county,ca_06007,6550 Skyway,Paradise,95969,,,false,530-872-1824,,http://www.davmembersportal.org/chapters/CA/106,,,,,,106,"First, Thursday, 6:30PM","6550 Skyway, Paradise, CA 95969",,
DAV Chapter 115 - J E Wilson #115,dav-chapter-115-ca,local,Chapter 115,dav,DAV,world-war-1,World War I,CA,california,Tehama County,tehama-county,ca_06103,1620 Solano St,Corning,96021,,,false,530-529-4579,,http://www.davmembersportal.org/chapters/CA/115,,,,,,115,"Last, Tuesday, 6:00PM","1620 Solano St, Corning, CA 96021",,
DAV Chapter 117 - Old Adobe #117,dav-chapter-117-ca,local,Chapter 117,dav,DAV,world-war-1,World War I,CA,california,Sonoma County,sonoma-county,ca_06097,1094 Petaluma Blvd S,Petaluma,94952,38.2264319,-122.6235526,true,415-425-4592,,http://www.davmembersportal.org/chapters/CA/117,,,,,,117,"Second, Thursday, 6:00PM","1094 Petaluma Blvd S, Petaluma, CA 94952",,
DAV Chapter 118 - Ione #118,dav-chapter-118-ca,local,Chapter 118,dav,DAV,world-war-1,World War I,CA,california,Amador County,amador-county,ca_06005,207 S Amador St,Ione,95640,38.4193553,-120.824103,true,209-274-4956,,http://www.davmembersportal.org/chapters/CA/118,,,,,,118,"Third, Thursday, 7:00PM","207 S Amador St, Ione, CA 95640",,
DAV Chapter 119 - Sonora #119,dav-chapter-119-ca,local,Chapter 119,dav,DAV,world-war-1,World War I,CA,california,Tuolumne County,tuolumne-county,ca_06109,9 N Washington St,Sonora,95370,,,false,209-984-3799,,http://www.davmembersportal.org/chapters/CA/119,,,,,,119,"2nd Thursday, 4:30 PM","9 N Washington St, Sonora, CA 95370",defunct,2026-04-29
DAV Chapter 123 - Lillian Bushnell #123,dav-chapter-123-ca,local,Chapter 123,dav,DAV,world-war-1,World War I,CA,california,Los Angeles County,los-angeles-county,ca_06037,4117 Overland Ave,Culver City,90230,34.0130228,-118.4022561,true,323-788-0321,,http://www.davmembersportal.org/chapters/CA/123,,,,,,123,"Second, Saturday, 10:00AM","4117 Overland Ave, Culver City, CA 90230",,
DAV Chapter 125 - Chico #125,dav-chapter-125-ca,local,Chapter 125,dav,DAV,world-war-1,World War I,CA,california,Butte County,butte-county,ca_06007,554 Rio Lindo Ave,Chico,95926,39.7558712,-121.8493134,true,530-201-5559,,http://www.davmembersportal.org/chapters/CA/125,,,,,,125,"First, Saturday, 12:00PM","554 Rio Lindo Ave, Chico, CA 95926",,
DAV Chapter 154 - Mt Diablo #154,dav-chapter-154-ca,local,Chapter 154,dav,DAV,world-war-1,World War I,CA,california,Contra Costa County,contra-costa-county,ca_06013,186 E Leland Rd,Pittsburg,94565,,,false,925-222-7598,,http://www.davmembersportal.org/chapters/CA/154,,,,,,154,"Fourth, Saturday, 10:00AM","186 E Leland Rd, Pittsburg, CA 94565",,
DAV Chapter 3 - La Jara #3,dav-chapter-3-co,local,Chapter 3,dav,DAV,world-war-1,World War I,CO,colorado,Rio Grande County,rio-grande-county,co_08105,221 Broadway,La Jara,81140,37.2750084,-105.960301,true,719-580-7969,,http://www.davmembersportal.org/chapters/CO/03,,,,,,3,"Second, Tuesday, 3:00PM","221 Broadway, La Jara, CO 81140",,
DAV Chapter 6 - Harold Fae Tomlin #6,dav-chapter-6-co,local,Chapter 6,dav,DAV,world-war-1,World War I,CO,colorado,Las Animas County,las-animas-county,co_08071,318 3rd St,Las Animas,81054,,,false,719-688-5008,,http://www.davmembersportal.org/chapters/CO/06,,,,,,6,"Second, Wednesday, 5:00PM","318 3rd St, Las Animas, CO 81054",,
DAV Chapter 7 - Murphy-Bor-Klumker #7,dav-chapter-7-co,local,Chapter 7,dav,DAV,world-war-1,World War I,CO,colorado,Jefferson County,jefferson-county,co_08059,1480 Hoyt St,Lakewood,80215,,,false,303-405-2786,,http://www.davmembersportal.org/chapters/CO/07,,,,,,7,"First, Saturday, 10:00AM","1480 Hoyt St, Lakewood, CO 80215",,
DAV Chapter 8 - Greeley #8,dav-chapter-8-co,local,Chapter 8,dav,DAV,world-war-1,World War I,CO,colorado,Weld County,weld-county,co_08123,1830 8th Ave,Greeley,80631,40.4092,-104.6909812,true,858-357-7384,,http://www.davmembersportal.org/chapters/CO/08,,,,,,8,"Last, Saturday, 9:00AM","1830 8th Ave, Greeley, CO 80631",,
DAV Chapter 11 - S L Brown #11,dav-chapter-11-co,local,Chapter 11,dav,DAV,world-war-1,World War I,CO,colorado,Denver County,denver-county,co_08031,2408 S Scranton Way,Aurora,80014,39.7399277,-104.8864707,true,970-223-4590,,http://www.davmembersportal.org/chapters/CO/11,,,,,,11,"Second, Saturday, 10:00AM","2408 S Scranton Way, Aurora, CO 80014",,
DAV Chapter 17 - Moore Demoret #17,dav-chapter-17-co,local,Chapter 17,dav,DAV,world-war-1,World War I,CO,colorado,Montrose County,montrose-county,co_08085,1001 N 2nd St,Montrose,81401,,,false,970-765-4858,,http://www.davmembersportal.org/chapters/CO/17,,,,,,17,"Fourth, Tuesday, 6:00PM","1001 N 2nd St, Montrose, CO 81401",,
DAV Chapter 21 - Clyde Seiler #21,dav-chapter-21-co,local,Chapter 21,dav,DAV,world-war-1,World War I,CO,colorado,Denver County,denver-county,co_08031,14100 E. Evans Ave,Aurora,80014,39.7399277,-104.8864707,true,720-330-5738,,http://www.davmembersportal.org/chapters/CO/21,,,,,,21,"First, Wednesday, 6:30PM","14100 E. Evans Ave, Aurora, CO 80014",,
